Company,valuation,date_Joined,industry,city,country,continent,year_founded,funding,select_investors,unicorn-year,years_to_unicorn,valuation_b,fundings_b,fundings_category,valuation_efficiency
LayerZero Labs,$1B,30-03-2022,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",2022,1,1,0.143,Low Funding,6.993006993
Lessen,$1B,30-11-2021,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",2021,2,1,0.205,Low Funding,4.87804878
LetsGetChecked,$1B,07-06-2021,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2021,6,1,0.263,Low Funding,3.802281369
Licious,$1B,05-10-2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",2021,6,1,0.489,Low Funding,2.044989775
LinkDoc Technology,$1B,05-07-2018,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates",2018,4,1,0.253,Low Funding,3.95256917
Locus Robotics,$1B,17-02-2021,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",2021,7,1,0.299,Low Funding,3.344481605
Lookout,$1B,10-10-2013,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital",2013,6,1,0.282,Low Funding,3.546099291
Lydia,$1B,08-12-2021,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",2021,10,1,0.263,Low Funding,3.802281369
MadeiraMadeira,$1B,07-01-2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",2021,12,1,0.336,Low Funding,2.976190476
Maimai,$1B,15-11-2017,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures",2017,4,1,0.3,Low Funding,3.333333333
Mammoth Biosciences,$1B,09-09-2021,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",2021,4,1,0.265,Low Funding,3.773584906
Masterworks,$1B,05-10-2021,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",2021,4,1,0.11,Low Funding,9.090909091
Maven Clinic,$1B,17-08-2021,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2021,7,1,0.202,Low Funding,4.95049505
MediaMath,$1B,10-07-2018,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund",2018,11,1,0.325,Low Funding,3.076923077
Meero,$1B,18-06-2019,Artificial intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",2019,3,1,0.293,Low Funding,3.412969283
Mensa Brands,$1B,16-11-2021,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021,0,1,0.218,Low Funding,4.587155963
Mia.com,$1B,08-09-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures",2015,4,1,0.232,Low Funding,4.310344828
Minio,$1B,26-01-2022,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2022,8,1,0.126,Low Funding,7.936507937
Mobvoi,$1B,06-04-2017,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund",2017,5,1,0.252,Low Funding,3.968253968
Moka,$1B,02-11-2021,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund",2021,6,1,0.144,Low Funding,6.944444444
Momenta,$1B,17-10-2018,Artificial intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2018,2,1,1,Medium Funding,1
Morning Consult,$1B,08-06-2021,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",2021,7,1,0.091,Low Funding,10.98901099
Movile,$1B,12-07-2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",2018,20,1,0.588,Medium Funding,1.700680272
Mux,$1B,30-04-2021,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz",2021,6,1,0.174,Low Funding,5.747126437
Nature's Fynd,$1B,19-07-2021,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",2021,9,1,0.463,Low Funding,2.159827214
Newlink Group,$1B,10-07-2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital",2020,4,1,0.655,Medium Funding,1.526717557
News Break,$1B,07-01-2021,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",2021,6,1,0.151,Low Funding,6.622516556
Newsela,$1B,25-02-2021,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",2021,8,1,0.172,Low Funding,5.813953488
NIUM,$1B,13-07-2021,Fintech,,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",2021,7,1,0.285,Low Funding,3.50877193
NoBroker,$1B,23-11-2021,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",2021,7,1,0.424,Low Funding,2.358490566
Noname Security,$1B,15-12-2021,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2021,1,1,0.22,Low Funding,4.545454545
Numbrs,$1B,22-08-2019,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",2019,20,1,0.105,Low Funding,9.523809524
Omada Health,$1B,23-02-2022,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",2022,11,1,0.449,Low Funding,2.227171492
Omio,$1B,23-10-2018,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",2018,5,1,0.396,Low Funding,2.525252525
ONE,$1B,08-12-2021,Internet software & services,,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",2021,10,1,0.515,Medium Funding,1.941747573
OpenWeb,$1B,09-11-2021,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments",2021,9,1,0.223,Low Funding,4.484304933
Orbbec Technology,$1B,21-05-2018,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2018,5,1,0.2,Low Funding,5
Orca Bio,$1B,17-06-2020,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",2020,4,1,0.192,Low Funding,5.208333333
Orchard,$1B,09-09-2021,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital",2021,4,1,0.252,Low Funding,3.968253968
Owkin,$1B,18-11-2021,Artificial Intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital",2021,5,1,0.254,Low Funding,3.937007874
PandaDoc,$1B,22-09-2021,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures",2021,5,1,0.051,Low Funding,19.60784314
Pat McGrath Labs,$1B,16-07-2018,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo",2018,2,1,0.06,Low Funding,16.66666667
PatSnap,$1B,16-03-2021,Internet software & services,,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2021,14,1,0.352,Low Funding,2.840909091
Payhawk,$1B,14-02-2022,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",2022,4,1,0.239,Low Funding,4.184100418
Pentera,$1B,11-01-2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",2022,7,1,0.19,Low Funding,5.263157895
Pet Circle,$1B,06-12-2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",2021,10,1,0.125,Low Funding,8
PicsArt,$1B,26-08-2021,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners",2021,10,1,0.195,Low Funding,5.128205128
PLACE,$1B,17-11-2021,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",2021,1,1,0.1,Low Funding,10
Placer.ai,$1B,12-01-2022,Artificial intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",2022,6,1,0.166,Low Funding,6.024096386
Playco,$1B,21-09-2020,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",2020,0,1,0.14,Low Funding,7.142857143
Poizon,$1B,29-04-2019,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital",2019,4,1,,Unknown,0
PPRO,$1B,19-01-2021,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",2021,15,1,0.37,Low Funding,2.702702703
Printful,$1B,24-05-2021,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,2021,5,1,0.13,Low Funding,7.692307692
Quantum Metric,$1B,07-01-2021,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",2021,6,1,0.226,Low Funding,4.424778761
Quizlet,$1B,13-05-2020,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2020,15,1,0.062,Low Funding,16.12903226
RapidAPI,$1B,23-03-2022,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz",2022,7,1,0.273,Low Funding,3.663003663
Razor,$1B,08-11-2021,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",2021,1,1,0.167,Low Funding,5.988023952
Red Ventures,$1B,07-01-2015,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",2015,15,1,0.25,Low Funding,4
REEF Technology,$1B,10-12-2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",2018,3,1,2,Medium Funding,0.5
ReliaQuest,$1B,01-12-2021,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",2021,14,1,0.33,Low Funding,3.03030303
Revolution Precrafted,$1B,23-10-2017,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",2017,2,1,0.015,Low Funding,66.66666667
Rothy's,$1B,21-12-2021,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners",2021,5,1,0.484,Low Funding,2.066115702
SaltPay,$1B,09-04-2021,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",2021,2,1,1,Medium Funding,1
Savage X Fenty,$1B,10-02-2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,3,1,0.31,Low Funding,3.225806452
Scalapay,$1B,23-02-2022,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",2022,3,1,0.416,Low Funding,2.403846154
Scandit,$1B,09-02-2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",2022,13,1,0.273,Low Funding,3.663003663
Sentry,$1B,18-02-2021,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond",2021,10,1,0.127,Low Funding,7.874015748
Shield AI,$1B,24-08-2021,Artificial intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",2021,6,1,0.328,Low Funding,3.048780488
Shift Technology,$1B,06-05-2021,Artificial intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",2021,7,1,0.545,Medium Funding,1.834862385
ShipBob,$1B,29-06-2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",2021,7,1,0.331,Low Funding,3.021148036
Shippo,$1B,02-06-2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",2021,8,1,0.154,Low Funding,6.493506494
Sidecar Health,$1B,26-01-2021,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",2021,3,1,0.163,Low Funding,6.134969325
Sift,$1B,22-04-2021,Artificial intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital",2021,10,1,0.157,Low Funding,6.369426752
Skydio,$1B,25-02-2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",2021,7,1,0.34,Low Funding,2.941176471
Slice,$1B,28-11-2021,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",2021,6,1,0.249,Low Funding,4.016064257
SmartAsset,$1B,24-06-2021,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures",2021,9,1,0.161,Low Funding,6.211180124
SMS Assist,$1B,07-06-2016,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2016,13,1,0.255,Low Funding,3.921568627
SnapLogic,$1B,13-12-2021,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",2021,15,1,0.371,Low Funding,2.69541779
Snorkel AI,$1B,09-08-2021,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",2021,2,1,0.135,Low Funding,7.407407407
Solo.io,$1B,07-10-2021,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",2021,4,1,0.172,Low Funding,5.813953488
SoundHound,$1B,03-05-2018,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",2018,13,1,0.215,Low Funding,4.651162791
Splashtop,$1B,27-01-2021,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",2021,15,1,0.114,Low Funding,8.771929825
Standard,$1B,17-02-2021,Artificial intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital",2021,4,1,0.239,Low Funding,4.184100418
Stytch,$1B,18-11-2021,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital",2021,1,1,0.126,Low Funding,7.936507937
Swile,$1B,11-10-2021,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",2021,5,1,0.326,Low Funding,3.067484663
Tarana Wireless,$1B,23-03-2022,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",2022,13,1,0.376,Low Funding,2.659574468
TechStyle Fashion Group,$1B,29-08-2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",2014,4,1,0.336,Low Funding,2.976190476
TensTorrent,$1B,05-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",2021,5,1,0.235,Low Funding,4.255319149
TERMINUS Technology,$1B,25-10-2018,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK",2018,3,1,0.623,Medium Funding,1.605136437
Tezign,$1B,02-11-2021,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures",2021,6,1,0.151,Low Funding,6.622516556
The Zebra,$1B,12-04-2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",2021,9,1,0.257,Low Funding,3.891050584
Thirty Madison,$1B,02-06-2021,Health,New York,United States,North America,1993,$210M,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",2021,28,1,0.21,Low Funding,4.761904762
Thought Machine,$1B,29-11-2021,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital",2021,7,1,0.403,Low Funding,2.481389578
Timescale,$1B,22-02-2022,Internet software & services,New York,United States,North America,2015,$181M,"New Enterprise Associates, Benchmark, Two Sigma Ventures",2022,7,1,0.181,Low Funding,5.524861878
Tractable,$1B,16-06-2021,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners",2021,7,1,0.12,Low Funding,8.333333333
Tresata,$1B,10-10-2018,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,2018,7,1,0.051,Low Funding,19.60784314
TrialSpark,$1B,30-09-2021,Health,New York,United States,North America,2014,$156M,"Sequoia Capital, Thrive Capital, Sound Ventures",2021,7,1,0.156,Low Funding,6.41025641
TrueLayer,$1B,21-09-2021,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures",2021,5,1,0.271,Low Funding,3.6900369
Unico,$1B,03-08-2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2021,14,1,0.237,Low Funding,4.219409283
Vagaro,$1B,03-11-2021,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital,2021,12,1,0.163,Low Funding,6.134969325
Vedantu,$1B,29-09-2021,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network",2021,7,1,0.292,Low Funding,3.424657534
Veev,$1B,24-02-2022,Internet software & services,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures",2022,14,1,0.585,Medium Funding,1.709401709
